ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment
sang1321-fifthwoman,sang1321,kʰiŋkuɹə məŋəu pʌ / aməŋəu kʰijuŋkɘpɘ,,,fifth woman,,,
yimc1240-fifthwoman,yimc1240,pʰɘŋɘ-pɘ azɘpeɹɘ,,,fifth woman,,,
khez1235-fifthwoman,khez1235,niʦɘ ʧəʃo puŋu:,,,fifth woman,,,
khia1236-fifthwoman,khia1236,muŋu-tiam mɪɲio,,,fifth woman,,,
sout2732-fifthwoman,sout2732,tɘ̀menɹɘ pfɘ-gɘ,,,fifth woman,,,
sumi1235-fifthwoman,sumi1235,totími apuŋu:,,,fifth woman,,,
zeme1240-fifthwoman,zeme1240,pamiɲʉpe hapuime,,,fifth woman,,,
nyis1236-fifthwoman,nyis1236,mɘ-iŋ-ŋu-ne / nɘ-iŋ-ŋu-ne,,,fifth woman,,,
apat1240-fifthwoman,apat1240,jaŋo-nɘpa ɲim,,,fifth woman,,,
koro1316-fifthwoman,koro1316,pàti-ple imɪm,,,fifth woman,,,
pada1257-fifthwoman,pada1257,mima pilo-nana,,,fifth woman,,,
wanc1238-fifthwoman,wanc1238,aɲa pɘnu,,,fifth woman,,,
spit1240-sixthwoman,spit1240,a:ni ʈʰrukpa,,,sixth woman,,,
lada1244-sixthwoman,lada1244,ʈuk-pɑ ɑni,,,sixth woman,,,
khoi1251-sixthwoman,khoi1251,tʰərukkətʰluŋ nəpui,,,sixth woman,,,
aona1235-sixthwoman,aona1235,ʈʰrukpùpɑ̀? tətčər,,,sixth woman,,,
bori1243-sixthwoman,bori1243,mimɑ ɑke-nɑnɑ,,,sixth woman,,,
bodo1269-sixthwoman,bodo1269,ɖot̪ʰɪ ɑɪǰe,,,sixth woman,,,
meit1246-sixthwoman,meit1246,nupi təruksubə,,,sixth woman,,,
than1255-sixthwoman,than1255,numeɪɡuk nɑnu,,,sixth woman,,,
tang1336-sixthwoman,tang1336,šɪnɑu kət̪ʰəru-pɑ,,,sixth woman,,,
loth1237-sixthwoman,loth1237,eloi tirokʰoto,,,sixth woman,,,
rong1266-sixthwoman,rong1266,tunɑ čərukməi,,,sixth woman,,,
anga1288-sixthwoman,anga1288,tʰenju soruθ,,,sixth woman,,,
jadd1243-sixthwoman,jadd1243,pojẽ ʈuk,,,sixth woman,,,
stod1241-sixthwoman,stod1241,ɖupɑ bomo,,,sixth woman,,,
thad1238-sixthwoman,thad1238,numei ɡupnɑ,,,sixth woman,,,
maon1238-sixthwoman,maon1238,niʈo čurɔnɑ,,,sixth woman,,,
chok1243-sixthwoman,chok1243,tʰuno ʃɘɹɘ-o,,,sixth woman,,,
kony1248-sixthwoman,kony1248,vok-pə-suko,,,sixth woman,,,
phom1236-sixthwoman,phom1236,wok-papɯ ɲʉha,,,sixth woman,,,
poch1243-sixthwoman,poch1243,nimza-toɹo-wa,,,sixth woman,,,
sang1321-sixthwoman,sang1321,kʰiŋkuɹə tʰoɹu: pʌ / atʰoɹu: kʰijuŋkɘpɘ,,,sixth woman,,,
yimc1240-sixthwoman,yimc1240,tʰɘɹok-pɘ azɘpeɹɘ,,,sixth woman,,,
khez1235-sixthwoman,khez1235,niʦɘ ʧəʃo saɹə,,,sixth woman,,,
sout2732-sixthwoman,sout2732,tɘ̀menɹɘ ʦɘɹo-gɘ,,,sixth woman,,,
sumi1235-sixthwoman,sumi1235,totími akʦuɣou,,,sixth woman,,,
zeme1240-sixthwoman,zeme1240,pasɘɹokpe hapuime,,,sixth woman,,,
nyis1236-sixthwoman,nyis1236,mɘ-iŋ-kʰe / nɘ-iŋ-kʰe / iŋ-kʰe,,,sixth woman,,,
apat1240-sixthwoman,apat1240,χi-nɘpa ɲim,,,sixth woman,,,
koro1316-sixthwoman,koro1316,pàti-sɘfi imɪm,,,sixth woman,,,
pada1257-sixthwoman,pada1257,mima ake-nana,,,sixth woman,,,
wanc1238-sixthwoman,wanc1238,agok pɘnu,,,sixth woman,,,
spit1240-seventhboy,spit1240,ʈu dʉnpa,,,seventh boy,,,
lada1244-seventhboy,lada1244,butʃʰɑ dun,,,seventh boy,,,
khoi1251-seventhboy,khoi1251,inikətʰluŋ nəpɑčɑ,,,seventh boy,,,
aona1235-seventhboy,aona1235,tənətpùpɑ̀? təpuər/əsəŋor,,,seventh boy,,,
bori1243-seventhboy,bori1243,milokoŋ kɘnɘt-nɑnɑ,,,seventh boy,,,
bodo1269-seventhboy,bodo1269,snɪt̪ʰɪ hʊɑšɑ,,,seventh boy,,,
meit1246-seventhboy,meit1246,nupɑməčɑ tərətsubə,,,seventh boy,,,
than1255-seventhboy,than1255,pəsəlnɑupə̃ŋɡ səɡɪ nəpɑ,,,seventh boy,,,
tang1336-seventhboy,tang1336,məjɑrɑ kəšɪnɪ-pɑ,,,seventh boy,,,
loth1237-seventhboy,loth1237,eboiroro tiĩŋoto,,,seventh boy,,,
rong1266-seventhboy,rong1266,ɡɑn čənəiməi,,,seventh boy,,,
anga1288-seventhboy,anga1288,tʰepʰu tʰenijeʋu,,,seventh boy,,,
jadd1243-seventhboy,jadd1243,dun ʈu,,,seventh boy,,,
stod1241-seventhboy,stod1241,dunpɑ nutʃɑ,,,seventh boy,,,
thad1238-seventhboy,thad1238,pəsəl seɡi,,,seventh boy,,,
maon1238-seventhboy,maon1238,foʈo čənninɑ,,,seventh boy,,,
chok1243-seventhboy,chok1243,kʰɹesa tʰɘna-o,,,seventh boy,,,
kony1248-seventhboy,kony1248,nɪt-pə-nəta,,,seventh boy,,,
phom1236-seventhboy,phom1236,ɲət-papɯ paha-nʌɘ,,,seventh boy,,,
poch1243-seventhboy,poch1243,nimpa-təɹə,,,seventh boy,,,
sang1321-seventhboy,sang1321,tʰeŋiu:-pʌ tʰezaɹə,,,seventh boy,,,
yimc1240-seventhboy,yimc1240,tʰɘŋe-pɘ atʰɘɹɘnunu,,,seventh boy,,,
khez1235-seventhboy,khez1235,fəʦɘ seɲu,,,seventh boy,,,
khia1236-seventhboy,khia1236,ʦɘɲe mɘlo,,,seventh boy,,,
sout2732-seventhboy,sout2732,pope:nɹɘmi ʦɘnɘ-gɘ,,,seventh boy,,,
sumi1235-seventhboy,sumi1235,apu akʦɘ̀ɲu,,,seventh boy,,,
zeme1240-seventhboy,zeme1240,pasɘnapə ɹahaŋmɘ,,,seventh boy,,,
nyis1236-seventhboy,nyis1236,kuɲəga gain-kɘn-ne,,,seventh boy,,,
apat1240-seventhboy,apat1240,kənoi-bo hime-milubo,,,seventh boy,,,
galo1242-seventhboy,galo1242,ome kanana / jame kanana,,,seventh boy,,,
koro1316-seventhboy,koro1316,pàti-ɹoŋ mòɹò,,,seventh boy,,,
pada1257-seventhboy,pada1257,milokoŋ kɘnɘt-nana,,,seventh boy,,,
tsha1245-seventhboy,tsha1245,za zu:ma,,,seventh boy,,,
wanc1238-seventhboy,wanc1238,anət pɘʧai,,,seventh boy,,,
spit1240-eighthgirl,spit1240,pɔmo ɡjɛpa,,,eighth girl,,,
lada1244-eighthgirl,lada1244,bomo ɡjət,,,eighth girl,,,
khoi1251-eighthgirl,khoi1251,təcətkətʰluŋ nəpuičɑ,,,eighth girl,,,
aona1235-eighthgirl,aona1235,ʈʰipùpɑ̀? tətčər,,,eighth girl,,,
bori1243-eighthgirl,bori1243,milo pɘni-nɑnɑ,,,eighth girl,,,
bodo1269-eighthgirl,bodo1269,ɖɑɪnt̪ʰɪ hɪnǰɑʊ-šɑ,,,eighth girl,,,
meit1246-eighthgirl,meit1246,nupiməčɑ nipɑnsubə,,,eighth girl,,,
than1255-eighthgirl,than1255,numeɪnɑupə̃ŋɡ ɡɪet̪ʰ nənu,,,eighth girl,,,
tang1336-eighthgirl,tang1336,šɪnɑu kəčɪsət̪-pɑ,,,eighth girl,,,
loth1237-eighthgirl,loth1237,eleiroro tizɑoto,,,eighth girl,,,
rong1266-eighthgirl,rong1266,tunɑ təčətməi,,,eighth girl,,,
anga1288-eighthgirl,anga1288,tʰenju tʰɛtʰɑθ,,,eighth girl,,,
jadd1243-eighthgirl,jadd1243,ɡjət põ,,,eighth girl,,,
stod1241-eighthgirl,stod1241,ɡjɛpɑ bomo,,,eighth girl,,,
thad1238-eighthgirl,thad1238,numei ɡjet,,,eighth girl,,,
maon1238-eighthgirl,maon1238,niʈo čəččɑnɑ,,,eighth girl,,,
chok1243-eighthgirl,chok1243,ɹɘli tɘtʰa-o,,,eighth girl,,,
kony1248-eighthgirl,kony1248,tɪt-pə-suko,,,eighth girl,,,
phom1236-eighthgirl,phom1236,ʃət-papɯ ɲʉhanʌɘ,,,eighth girl,,,
poch1243-eighthgirl,poch1243,nimza-təze,,,eighth girl,,,
sang1321-eighthgirl,sang1321,lazaɹə kiu: pʌ /akiu:-pʌ lazaɹə,,,eighth girl,,,
yimc1240-eighthgirl,yimc1240,tɘʒaʔ-pɘ alipeɹɘnunu,,,eighth girl,,,
khez1235-eighthgirl,khez1235,niʦɘni tiʧeu,,,eighth girl,,,
khia1236-eighthgirl,khia1236,pɘʧe mɪɲio,,,eighth girl,,,
sout2732-eighthgirl,sout2732,lʉpe:nɹɘmi tɘʦe-gɘ,,,eighth girl,,,
sumi1235-eighthgirl,sumi1235,aŋa atàʧeu,,,eighth girl,,,
zeme1240-eighthgirl,zeme1240,haŋtʰɘsatʰɘlɘume,,,eighth girl,,,
nyis1236-eighthgirl,nyis1236,kuɲəmɘ mɘin-pin-ne,,,eighth girl,,,
apat1240-eighthgirl,apat1240,piɲɪ-bo hime-ɲim,,,eighth girl,,,
galo1242-eighthgirl,galo1242,omeɲi pinana / ɲijiɹ pinana,,,eighth girl,,,
koro1316-eighthgirl,koro1316,pàti-ɹala mimi,,,eighth girl,,,
pada1257-eighthgirl,pada1257,milo pɘni-nana,,,eighth girl,,,
diga1241-eighthgirl,diga1241,hɘju mia-a / dɘbo mia-a / hamju mia-a,,,eighth girl,,,
tsha1245-eighthgirl,tsha1245,jen maɲa,,,eighth girl,,,
wanc1238-eighthgirl,wanc1238,asət pɘɲa,,,eighth girl,,,
spit1240-iate12ofthepizza,spit1240,pʰet,,,I ate 1/2 of the pizza.,,,
lada1244-iate12ofthepizza,lada1244,ŋəs pizze pʰet-po bəsəŋ kʰjɑrik žos,,,I ate 1/2 of the pizza.,,,
khoi1251-iate12ofthepizza,khoi1251,pizzɑ əi ətʰlɑŋkʰəi ŋəi nə šɑirək ne,,,I ate 1/2 of the pizza.,,,
aona1235-iate12ofthepizza,aona1235,niʰ pizzɑ ɟi təktʰeŋ ənnɑonuŋ kʰɑ əči,,,I ate 1/2 of the pizza.,,,
meit1246-iate12ofthepizza,meit1246,əy pɪzzɑ-du-ɡɪ təŋkʰɑy-əmə čɑ-re,,,I ate 1/2 of the pizza.,,,
than1255-iate12ofthepizza,than1255,ken pɪzzɑ sehnɪhsuosehkʰət̪ kənehɪ,,,I ate 1/2 of the pizza.,,,
tang1336-iate12ofthepizza,tang1336,ɪnə pɪzzɑ təŋkʰɑye šɑɪ-hɑɪrɑje,,,I ate 1/2 of the pizza.,,,
byan1241-iate12ofthepizza,byan1241,half- pʰjɛ/ pʰjət̪t̪e-tɪɡɛ,,,I ate 1/2 of the pizza.,,,
loth1237-iate12ofthepizza,loth1237,ə-nə pizzɑ či ečʰisɔ to-čʰo,,,I ate 1/2 of the pizza.,,,
anga1288-iate12ofthepizza,anga1288,ɑ: pɪzzɑ dʒɑkinɨjədʒɑpo čələte,,,I ate 1/2 of the pizza.,,,
jadd1243-iate12ofthepizza,jadd1243,ŋɑ pizzɑ pʰɛt so,,,I ate 1/2 of the pizza.,,,
stod1241-iate12ofthepizza,stod1241,ɲe fɛ/fɛkɑ pizzɑ žje-mən,,,I ate 1/2 of the pizza.,,,
thad1238-iate12ofthepizza,thad1238,kəimɑn pɪzzɑ ni-lɑ-kʰət kənne e,,,I ate 1/2 of the pizza.,,,
maon1238-iate12ofthepizza,maon1238,ɑi pizzɑ əddɑ kəlitorɛ,,,I ate 1/2 of the pizza.,,,
chok1243-iate12ofthepizza,chok1243,i zakɘnalɘ zapɘ pɪtza tive,,,I ate 1/2 of the pizza.,,,
kony1248-iate12ofthepizza,kony1248,tawa pitza taŋkəu hajaŋki,,,I ate 1/2 of the pizza.,,,
phom1236-iate12ofthepizza,phom1236,ɲəi pitza atʰa hapai,,,I ate 1/2 of the pizza.,,,
poch1243-iate12ofthepizza,poch1243,hi pitza kəʒila ʦatu,,,I ate 1/2 of the pizza.,,,
sang1321-iate12ofthepizza,sang1321,inə pitza aʧaŋʃo ʦuko,,,I ate 1/2 of the pizza.,,,
yimc1240-iate12ofthepizza,yimc1240,inɘ pɪtza ʧama ʦɘʔto,,,I ate 1/2 of the pizza.,,,
khez1235-iate12ofthepizza,khez1235,nen əno pitza hi teze kin̥i toʌda / nen əno pitza paɹ̥ə kele toʌda,,,I ate 1/2 of the pizza.,,,
khia1236-iate12ofthepizza,khia1236,ŋo pi:ʦə no apaizɘ hiɲa,,,I ate 1/2 of the pizza.,,,
sout2732-iate12ofthepizza,sout2732,ale pɪtza poŋpaha teláso,,,I ate 1/2 of the pizza.,,,
sumi1235-iate12ofthepizza,sumi1235,ino pitza saʤe kinilo lakʰi ʧu,,,I ate 1/2 of the pizza.,,,
zeme1240-iate12ofthepizza,zeme1240,i ɘŋgaŋ piza teulai / i piza ket maktona kɘna teulai,,,I ate 1/2 of the pizza.,,,
nyis1236-iate12ofthepizza,nyis1236,ŋo pitza takʧi guni dətkon,,,I ate 1/2 of the pizza.,,,
apat1240-iate12ofthepizza,apat1240,ŋo pitza péɲe-hokɘ péɹeme dɘto,,,I ate 1/2 of the pizza.,,,
galo1242-iate12ofthepizza,galo1242,ŋo pitza tɘɹtuonəm do-to,,,I ate 1/2 of the pizza.,,,
noct1238-iate12ofthepizza,noct1238,ŋa-me kʰaka pitza pe pʰaktak,,,I ate 1/2 of the pizza.,,,
idum1241-iate12ofthepizza,idum1241,ŋame muimage pitza hala,,,I ate 1/2 of the pizza.,,,
miju1243-iate12ofthepizza,miju1243,ke pitza tɘlaimo ʃake,,,I ate 1/2 of the pizza.,,,
koro1316-iate12ofthepizza,koro1316,ne kene dego eʧe pitza to:baga,,,I ate 1/2 of the pizza.,,,
tikh1243-iate12ofthepizza,tikh1243,ŋaɹə pitza məni vəŋ mansi pʰaktaŋ,,,I ate 1/2 of the pizza.,,,
tsha1245-iate12ofthepizza,tsha1245,ʤiŋ pitza koɹaŋ zalan,,,I ate 1/2 of the pizza.,,,
wanc1238-iate12ofthepizza,wanc1238,koi anitənpumɘʧa saʔu pitza / koi kəutɘm saʔu pitza,,,I ate 1/2 of the pizza.,,,
lada1244-iate23ofthepizza,lada1244,ŋəs pizze sum-jənɑ-nis-po žos,,,I ate 2/3 of the pizza.,,,
khoi1251-iate23ofthepizza,khoi1251,pizzɑ əi səruk kʰəjum rəi səruk kʰəni ŋəi nə šɑirək ne,,,I ate 2/3 of the pizza.,,,
aona1235-iate23ofthepizza,aona1235,niʰ pizzɑ ɟi təktʰeŋ əʃəmnuŋənnɑ əči,,,I ate 2/3 of the pizza.,,,
meit1246-iate23ofthepizza,meit1246,əyə pɪzzɑ-du-ɡɪ səruk əhum tʰok-pəɡɪ səruk ənɪ čɑ-re,,,I ate 2/3 of the pizza.,,,
than1255-iate23ofthepizza,than1255,ken pɪzzɑ seht̪ʰuŋsuosehnɪ kənehɪ,,,I ate 2/3 of the pizza.,,,
loth1237-iate23ofthepizza,loth1237,ənə pizzɑ či ečʰi etʰəm lɔ ečʰi eni točʰo,,,I ate 2/3 of the pizza.,,,
anga1288-iate23ofthepizza,anga1288,ɑ: pɪzzɑ dʒɑsɛʰdʒɑkinɨje čələte,,,I ate 2/3 of the pizza.,,,
jadd1243-iate23ofthepizza,jadd1243,ŋɑ pizzɑ pʰɛt si pʰɛt so,,,I ate 2/3 of the pizza.,,,
thad1238-iate23ofthepizza,thad1238,kəimɑn tʰum-lɑ-ni pizzɑ kənne e,,,I ate 2/3 of the pizza.,,,
maon1238-iate23ofthepizza,maon1238,ɑi užje kossə leno užjə kəhɛ̃ pʰəko pizzɑ torɛ,,,I ate 2/3 of the pizza.,,,
chok1243-iate23ofthepizza,chok1243,i zasɘlɘ zakɘna pɪtza tive,,,I ate 2/3 of the pizza.,,,
phom1236-iate23ofthepizza,phom1236,ɲəi pitza ʃəŋʧəmkɘbɯ ʃəŋni hapai,,,I ate 2/3 of the pizza.,,,
poch1243-iate23ofthepizza,poch1243,hi pitza kəsukəʧe vənə kəsukəɲi ʦatu,,,I ate 2/3 of the pizza.,,,
sang1321-iate23ofthepizza,sang1321,inə ʧəŋ əɲəla asə:ŋoʃi həm ʦuko,,,I ate 2/3 of the pizza.,,,
khez1235-iate23ofthepizza,khez1235,nen əno pitza hi teze kəʦɘ ve kin̥i toʌda,,,I ate 2/3 of the pizza.,,,
sout2732-iate23ofthepizza,sout2732,ale pɪtza ʤɘnʃɘŋtɪho ʤɘnhuteláso,,,I ate 2/3 of the pizza.,,,
sumi1235-iate23ofthepizza,sumi1235,ino pitza saʤe kɘtʰɘlo kini ʧu,,,I ate 2/3 of the pizza.,,,
zeme1240-iate23ofthepizza,zeme1240,i piza kɘna maktona kɘʦum teulai,,,I ate 2/3 of the pizza.,,,
nyis1236-iate23ofthepizza,nyis1236,ŋo pitza takʧilelik guni dətkon,,,I ate 2/3 of the pizza.,,,
apat1240-iate23ofthepizza,apat1240,ŋo pitza péɹihe-hokɘ péɲeme dɘto,,,I ate 2/3 of the pizza.,,,
galo1242-iate23ofthepizza,galo1242,ŋo pitza pu:m lokɘ puniənəm do-to,,,I ate 2/3 of the pizza.,,,
koro1316-iate23ofthepizza,koro1316,ne kala dego kene ke pitza to:baga,,,I ate 2/3 of the pizza.,,,
tikh1243-iate23ofthepizza,tikh1243,ŋaɹə pitza manɹom vəŋ mane pʰaktaŋ,,,I ate 2/3 of the pizza.,,,
tsha1245-iate23ofthepizza,tsha1245,ʤiŋi pitzaɲə kʰasam waɲumnəla kʰanikʦiŋ zalan,,,I ate 2/3 of the pizza.,,,
wanc1238-iate23ofthepizza,wanc1238,koi pitza aɹəm tɘnpa ani saʔu,,,I ate 2/3 of the pizza.,,,
lada1244-iread34ofthebook,lada1244,ŋəs sobbi ižbi-jənɑ-sum-po sils,,,I read 3/4 of the book.,,,
khoi1251-iread34ofthebook,khoi1251,lɑirək əi səruk pʰəli rəi səruk kʰəjum ŋəi nə kəpɑrɑ ne,,,I read 3/4 of the book.,,,
aona1235-iread34ofthebook,aona1235,niʰ ibɑ kəkət čɪ təktʰəŋ pizzənuŋəʃim əzəm,,,I read 3/4 of the book.,,,
meit1246-iread34ofthebook,meit1246,əy laɪrɪk-tuɡɪ səruk məritʰokpəɡɪ səruk əhum-(dɪ) pɑ-re,,,I read 3/4 of the book.,,,
than1255-iread34ofthebook,than1255,ken hɪ lɑɪbu sehlɪhsɔseht̪ʰumb kɑ: kəsɪmkʰɪnt̪ɑhɪ,,,I read 3/4 of the book.,,,
loth1237-iread34ofthebook,loth1237,ənə kəko ʃi ečʰi meɹž lɔ ečʰi etʰəm kʰɑ-čʰo,,,I read 3/4 of the book.,,,
anga1288-iread34ofthebook,anga1288,ɑ: ləssə dʒɑdɨjedʒɑsɛʰ pʰuləte,,,I read 3/4 of the book.,,,
jadd1243-iread34ofthebook,jadd1243,ŋɑ kitɑb pʰɛt sɑ nɑ mɑ sil,,,I read 3/4 of the book.,,,
thad1238-iread34ofthebook,thad1238,kəimɑn li-lɑ-tʰum təbəŋ čile Kʰɑ kəsse me,,,I read 3/4 of the book.,,,
maon1238-iread34ofthebook,maon1238,ɑi užje pədde leno užje kossə pʰəko lɑirə-ne pʰrʋɑre,,,I read 3/4 of the book.,,,
chok1243-iread34ofthebook,chok1243,i lisida hi zadao ʃidi zasɘ: pʰive,,,I read 3/4 of the book.,,,
phom1236-iread34ofthebook,phom1236,ɲəi lai ʃəŋ əli kɘbɯ ʃəŋʧəm epʌi,,,I read 3/4 of the book.,,,
poch1243-iread34ofthebook,poch1243,hi lasi kəsu əmzɯ vənə kəʧe ʧetu,,,I read 3/4 of the book.,,,
sang1321-iread34ofthebook,sang1321,inə ʃəti məjəlʌ asə:ŋoʃi kʰiko,,,I read 3/4 of the book.,,,
khez1235-iread34ofthebook,khez1235,nen əno liʃi hi teze pɘti ve kəʦɘ pɹ̥əta,,,I read 3/4 of the book.,,,
sout2732-iread34ofthebook,sout2732,ale lèsɘ ʤɘnʃəŋ ʤɘnzitʰeʃo ʤɘnʃəŋ sɘ:láso,,,I read 3/4 of the book.,,,
sumi1235-iread34ofthebook,sumi1235,ino kaku saʤe bidilo kɘtʰɘ pʰi,,,I read 3/4 of the book.,,,
zeme1240-iread34ofthebook,zeme1240,i lusi kɘʦum maktona medai kʰialai,,,I read 3/4 of the book.,,,
nyis1236-iread34ofthebook,nyis1236,ŋo lɘɹpokum koɹɘm-om guni poɹiɹitkun,,,I read 3/4 of the book.,,,
apat1240-iread34ofthebook,apat1240,ŋo kitab ta:pe hokɘ ta:hihemi puɹitu,,,I read 3/4 of the book.,,,
galo1242-iread34ofthebook,galo1242,ŋo kitab dapi lokɘ dabuonəm puɹi-to,,,I read 3/4 of the book.,,,
koro1316-iread34ofthebook,koro1316,ne be:supa kitab puɹiba:ga,,,I read 3/4 of the book.,,,
tikh1243-iread34ofthebook,tikh1243,ŋaɹə manbɘli vəŋ manɹom kitab pʰataŋ,,,I read 3/4 of the book.,,,
tsha1245-iread34ofthebook,tsha1245,ʤiŋi peʧa kʰoɹɪaŋtʰuɹ-gin-kʰoɹɪaŋ lampan,,,I read 3/4 of the book.,,,
wanc1238-iread34ofthebook,wanc1238,koi la:e pɘʒi tɘm aɹəm keʔo,,,I read 3/4 of the book.,,,
lada1244-iread14ofthebook,lada1244,ŋəs sobbi ižbi-jənɑ-tʃitʃik-po sils,,,I read 1/4 of the book.,,,
khoi1251-iread14ofthebook,khoi1251,lɑirək əi səruk pʰəli rəi səruk kʰəe ŋəi nə kəpɑrɑ ne,,,I read 1/4 of the book.,,,
aona1235-iread14ofthebook,aona1235,niʰ kəkət čɪ təktʰəŋ pizzənuŋkʰɑ əzəm,,,I read 1/4 of the book.,,,
meit1246-iread14ofthebook,meit1246,əy laɪrɪk-tuɡɪ səruk məritʰokpəɡɪ səruk əmə-(dɪ) pɑ-re/əy lɑirɪk-tuɡɪ məsuŋ əhum-dɪ pɑre,,,I read 1/4 of the book.,,,
than1255-iread14ofthebook,than1255,ken hɪ lɑɪbu sehlɪsɔsehkʰət̪ kɑ: kəsɪmkʰɪnt̪ɑhɪ,,,I read 1/4 of the book.,,,
tang1336-iread14ofthebook,tang1336,ɪnə lɑirɪk təŋkʰɑyelɑŋd̪ə pɑ-həɪrəje,,,I read 1/4 of the book.,,,
loth1237-iread14ofthebook,loth1237,ənə kəko ʃi ečʰi meɹž lɔ ečʰi kʰɑ-čʰo,,,I read 1/4 of the book.,,,
anga1288-iread14ofthebook,anga1288,ɑ: ləssə dʒɑdɨjedɑpo pʰuləte,,,I read 1/4 of the book.,,,
jadd1243-iread14ofthebook,jadd1243,ŋɑ di kitɑb se žiʋɑ bʰɑɡ sil,,,I read 1/4 of the book.,,,
thad1238-iread14ofthebook,thad1238,kəimɑn li-lɑ-kʰət təbəŋ čile Kʰɑ kəsse me,,,I read 1/4 of the book.,,,
maon1238-iread14ofthebook,maon1238,ɑi užje pədde leno užje kəli pʰəko lɑirə-ne pʰrʋɑre,,,I read 1/4 of the book.,,,
chok1243-iread14ofthebook,chok1243,i lisida hìhì zada:dɘlɘ zapɘ pʰive,,,I read 1/4 of the book.,,,
phom1236-iread14ofthebook,phom1236,ɲəi lai puwa hɯk epʌi,,,I read 1/4 of the book.,,,
poch1243-iread14ofthebook,poch1243,hi lasi kəsu əmzɯ vənə kəsɯ ʧetu,,,I read 1/4 of the book.,,,
sang1321-iread14ofthebook,sang1321,inə ʃəti məjəlʌ kʰətuʃi kʰiko,,,I read 1/4 of the book.,,,
khez1235-iread14ofthebook,khez1235,nen əno liʃi hi teze pɘti ve kele pɹ̥əta,,,I read 1/4 of the book.,,,
sout2732-iread14ofthebook,sout2732,ale lèsɘ ʤɘnzitʰeʃo ʤɘme sɘ:láso,,,I read 1/4 of the book.,,,
sumi1235-iread14ofthebook,sumi1235,ino kaku saʤe bidilo lakʰi pʰi,,,I read 1/4 of the book.,,,
zeme1240-iread14ofthebook,zeme1240,i pɘset medai lusi kʰialai,,,I read 1/4 of the book.,,,
nyis1236-iread14ofthebook,nyis1236,ŋo lɘɹpokum koɹəm-kin guni poɹiɹitkun,,,I read 1/4 of the book.,,,
apat1240-iread14ofthebook,apat1240,ŋo kitab ta:pe hokɘ ta:hemi puɹitu,,,I read 1/4 of the book.,,,
galo1242-iread14ofthebook,galo1242,ŋo kitab dapi lokɘ dakenko puɹi-to,,,I read 1/4 of the book.,,,
tikh1243-iread14ofthebook,tikh1243,ŋaɹə kitab manbɘle vəŋ mansi pʰataŋ,,,I read 1/4 of the book.,,,
tsha1245-iread14ofthebook,tsha1245,ʤiŋi peʧa kʰoɹɪaŋinkʰoɹɪaŋʧaŋmə lampan,,,I read 1/4 of the book.,,,
wanc1238-iread14ofthebook,wanc1238,loi la:e pɘʒi tɘm ʧa keʔo,,,I read 1/4 of the book.,,,
lada1244-iate15ofthepizza,lada1244,ŋəs pizze Gɑ-jənɑ-tʃitʃik-po žos,,,I ate 1/5 of the pizza.,,,
khoi1251-iate15ofthepizza,khoi1251,pizzɑ əi səruk pʰŋɑ rəi səruk kʰəe ŋəi nə šɑirək ne,,,I ate 1/5 of the pizza.,,,
aona1235-iate15ofthepizza,aona1235,niʰ pizzɑ ɟi təktʰeŋ puŋonuŋkʰ əči,,,I ate 1/5 of the pizza.,,,
meit1246-iate15ofthepizza,meit1246,əyə pɪzzɑ-du-ɡɪ səruk məŋɑ tʰok-pəɡɪ səruk əmə čɑ-re,,,I ate 1/5 of the pizza.,,,
than1255-iate15ofthepizza,than1255,ken pɪzzɑ sehnɑ̃ŋɡsuosehkʰət̪ kənehɪ,,,I ate 1/5 of the pizza.,,,
loth1237-iate15ofthepizza,loth1237,ənə pizzɑ či ečʰi moŋo lɔ ečʰi točʰo,,,I ate 1/5 of the pizza.,,,
anga1288-iate15ofthepizza,anga1288,ɑ: pɪzzɑ dʒɑpeŋudʒɑpo pɪzzɑ čələte,,,I ate 1/5 of the pizza.,,,
jadd1243-iate15ofthepizza,jadd1243,ŋɑ pizzɑ se ŋɑʋɑ̃ bʰɑɡ so,,,I ate 1/5 of the pizza.,,,
thad1238-iate15ofthepizza,thad1238,kəimɑn ŋɑ-lɑ-kʰət pizzɑ kənne e,,,I ate 1/5 of the pizza.,,,
maon1238-iate15ofthepizza,maon1238,ɑi užje poŋo leno užjə kəli pʰəko pizzɑ torɛ,,,I ate 1/5 of the pizza.,,,
chok1243-iate15ofthepizza,chok1243,i pɪtza hìhì zapuŋu dolɘ zapɘ tive,,,I ate 1/5 of the pizza.,,,
phom1236-iate15ofthepizza,phom1236,ɲəi pitza ʃəŋakɘbɯ ʃəŋhɯk hapʌi,,,I ate 1/5 of the pizza.,,,
poch1243-iate15ofthepizza,poch1243,hi pitza kasu məŋa vənə kəsɯ ʦatʰu,,,I ate 1/5 of the pizza.,,,
sang1321-iate15ofthepizza,sang1321,inə ʧəŋ məŋalʌ ʧəŋ kʰətuʃi həm ʦuko,,,I ate 1/5 of the pizza.,,,
khez1235-iate15ofthepizza,khez1235,nen əno pitza hi teze puŋu ve teze kele toʌda,,,I ate 1/5 of the pizza.,,,
